Date,Open,High,Low,Close,Adj Close,Volume
2021-04-12,3322.250000,3338.100098,3213.199951,3246.550049,3173.790039,3791828
2021-04-13,3214.000000,3214.000000,3073.050049,3104.050049,3034.483643,8654596
2021-04-15,3160.300049,3237.250000,3087.449951,3218.949951,3146.808350,6062760
2021-04-16,3229.000000,3247.000000,3182.600098,3195.149902,3123.541748,3224657
2021-04-19,3169.000000,3189.000000,3135.100098,3161.800049,3090.939209,2679106
2021-04-20,3225.000000,3225.350098,3126.350098,3144.550049,3074.075928,3141893
2021-04-22,3148.000000,3148.000000,3105.250000,3118.800049,3048.903076,1988980
2021-04-23,3105.000000,3119.000000,3091.050049,3109.500000,3039.811279,1615309
2021-04-26,3102.050049,3153.000000,3088.050049,3100.800049,3031.306641,2490260
2021-04-27,3106.000000,3136.100098,3103.000000,3132.000000,3061.807129,1471417
2021-04-28,3149.949951,3151.000000,3112.000000,3124.100098,3054.084473,1639037
2021-04-29,3145.600098,3157.350098,3105.500000,3115.250000,3045.432617,1621395
2021-04-30,3099.000000,3132.050049,3020.000000,3035.649902,2967.615967,3072305
2021-05-03,3024.899902,3055.000000,3004.000000,3037.000000,2968.936279,1545831
2021-05-04,3062.800049,3090.000000,3035.000000,3049.750000,2981.400391,1990777
2021-05-05,3070.000000,3099.399902,3052.399902,3095.699951,3026.320801,1939289
2021-05-06,3105.500000,3134.000000,3074.000000,3111.449951,3041.717529,1791671
2021-05-07,3133.000000,3159.850098,3111.800049,3132.899902,3062.686768,1912540
2021-05-10,3145.949951,3164.199951,3125.000000,3145.500000,3075.004639,2137153
2021-05-11,3125.000000,3128.100098,3091.149902,3122.600098,3052.617920,2415625
2021-05-12,3120.000000,3120.000000,3070.600098,3087.600098,3018.402100,1978558
2021-05-14,3098.500000,3098.500000,3040.000000,3051.500000,2983.111084,2043935
2021-05-17,3055.000000,3075.199951,3036.000000,3069.750000,3000.952393,2890462
2021-05-18,3100.000000,3124.000000,3078.000000,3088.800049,3019.575684,2098538
2021-05-19,3084.000000,3118.000000,3067.100098,3082.000000,3012.927979,1986041
2021-05-20,3067.100098,3088.800049,3052.100098,3060.000000,2991.420898,2329027
2021-05-21,3061.000000,3088.199951,3055.100098,3080.500000,3011.461426,1685566
2021-05-24,3081.500000,3105.000000,3072.000000,3081.500000,3012.438721,1652260
2021-05-25,3092.000000,3128.250000,3082.100098,3114.000000,3059.101563,1841613
2021-05-26,3120.000000,3165.000000,3103.800049,3158.500000,3102.817139,1923753
2021-05-27,3161.949951,3217.750000,3161.800049,3180.000000,3123.937500,5959785
2021-05-28,3189.500000,3198.000000,3135.649902,3143.600098,3088.179443,1763701
2021-05-31,3150.000000,3170.350098,3128.600098,3159.149902,3103.455322,1652799
2021-06-01,3168.600098,3169.949951,3132.000000,3153.000000,3097.414063,1377441
2021-06-02,3150.850098,3159.449951,3115.000000,3129.449951,3074.279053,2240078
2021-06-03,3154.550049,3154.550049,3122.649902,3141.250000,3085.870850,1281706
2021-06-04,3128.000000,3156.850098,3125.000000,3143.750000,3088.326904,1836060
2021-06-07,3145.000000,3190.449951,3133.600098,3183.199951,3127.081543,2559821
2021-06-08,3198.000000,3231.000000,3187.199951,3200.149902,3143.732422,2574057
2021-06-09,3202.000000,3220.000000,3186.199951,3200.250000,3143.830566,1710925
2021-06-10,3210.000000,3224.000000,3193.000000,3216.800049,3160.089111,1874324
2021-06-11,3211.550049,3309.000000,3211.000000,3273.800049,3216.084717,3452954
2021-06-14,3279.000000,3308.699951,3270.350098,3276.350098,3218.589111,1847360
2021-06-15,3298.000000,3298.000000,3251.550049,3262.750000,3205.229004,1304985
2021-06-16,3262.100098,3294.699951,3253.000000,3274.350098,3216.624756,1635552
2021-06-17,3265.500000,3336.050049,3260.000000,3317.750000,3259.259521,2273413
2021-06-18,3350.899902,3358.000000,3275.000000,3297.300049,3239.169922,3380431
2021-06-21,3265.000000,3286.000000,3251.699951,3273.100098,3215.396484,1130569
2021-06-22,3304.000000,3327.050049,3285.000000,3301.199951,3243.000977,1708688
2021-06-23,3329.000000,3329.000000,3256.399902,3261.399902,3203.902588,1467104
2021-06-24,3284.000000,3383.000000,3278.500000,3373.600098,3314.125000,4155204
2021-06-25,3375.250000,3399.649902,3350.000000,3380.800049,3321.197754,2722861
2021-06-28,3391.500000,3391.500000,3333.000000,3336.750000,3277.924561,1355238
2021-06-29,3342.000000,3366.300049,3326.500000,3340.850098,3281.952148,1497322
2021-06-30,3346.000000,3382.000000,3338.500000,3345.750000,3286.765381,1693146
2021-07-01,3358.000000,3362.000000,3332.350098,3341.500000,3282.590820,990310
2021-07-02,3331.000000,3339.699951,3295.199951,3325.449951,3266.823486,1682274
2021-07-05,3342.000000,3374.000000,3302.000000,3321.000000,3262.451904,1972858
2021-07-06,3313.000000,3328.000000,3256.100098,3262.300049,3204.787109,2159420
2021-07-07,3275.000000,3282.699951,3241.600098,3274.949951,3217.214111,2640710
2021-07-08,3298.000000,3298.000000,3231.899902,3258.500000,3201.053955,2485811
2021-07-09,3250.000000,3282.000000,3201.000000,3208.149902,3151.591553,6365067
2021-07-12,3235.000000,3236.000000,3188.350098,3193.100098,3136.807129,1892226
2021-07-13,3214.000000,3214.000000,3175.000000,3187.550049,3131.354736,1809339
2021-07-14,3187.000000,3222.000000,3185.000000,3214.550049,3157.878662,2044279
2021-07-15,3227.600098,3231.850098,3194.000000,3202.949951,3153.349854,2232968
2021-07-16,3213.000000,3219.850098,3192.000000,3194.800049,3145.326172,1256526
2021-07-19,3180.000000,3199.800049,3176.000000,3184.600098,3135.284424,1597058
2021-07-20,3184.600098,3215.000000,3156.149902,3205.800049,3156.156006,1811945
2021-07-22,3190.000000,3224.949951,3190.000000,3216.350098,3166.542480,2859334
2021-07-23,3230.000000,3241.550049,3206.649902,3212.850098,3163.096924,1776193
2021-07-26,3200.000000,3224.250000,3190.850098,3197.550049,3148.033691,1259611
2021-07-27,3200.000000,3210.000000,3161.149902,3182.949951,3133.659668,1121367
2021-07-28,3188.000000,3204.449951,3132.399902,3197.800049,3148.279785,1660654
2021-07-29,3200.250000,3225.449951,3190.300049,3195.800049,3146.310547,1731997
2021-07-30,3219.000000,3223.500000,3162.350098,3167.449951,3118.399414,2999943
2021-08-02,3180.000000,3224.899902,3167.000000,3219.399902,3169.544922,2608669
2021-08-03,3229.000000,3290.000000,3218.949951,3284.899902,3234.030518,3804735
2021-08-04,3300.000000,3305.199951,3261.199951,3273.949951,3223.250488,2929598
2021-08-05,3275.000000,3315.000000,3262.500000,3283.949951,3233.095703,2534521
2021-08-06,3272.550049,3324.000000,3265.000000,3309.800049,3258.545166,2292362
2021-08-09,3323.899902,3337.000000,3310.000000,3322.699951,3271.245361,1510489
2021-08-10,3315.600098,3349.899902,3315.600098,3333.899902,3282.271973,2040777
2021-08-11,3350.000000,3360.000000,3327.100098,3344.199951,3292.412354,1929707
2021-08-12,3326.000000,3368.000000,3326.000000,3351.750000,3299.845703,1310205
2021-08-13,3360.750000,3480.000000,3357.500000,3463.399902,3409.766357,4363584
2021-08-16,3460.000000,3494.350098,3436.500000,3472.949951,3419.168701,2083489
2021-08-17,3482.100098,3560.800049,3463.000000,3553.050049,3498.028564,4336019
2021-08-18,3573.850098,3595.000000,3536.600098,3560.550049,3505.412598,2631309
2021-08-20,3506.000000,3575.000000,3500.000000,3559.500000,3504.378418,2836148
2021-08-23,3580.000000,3673.000000,3561.899902,3637.399902,3581.071777,3744176
2021-08-24,3657.000000,3667.350098,3594.399902,3613.199951,3557.247070,2511141
2021-08-25,3610.000000,3697.750000,3607.050049,3659.000000,3602.337646,2123263
2021-08-26,3660.000000,3687.600098,3647.899902,3671.850098,3614.988770,1902533
2021-08-27,3666.000000,3729.500000,3651.100098,3720.149902,3662.540771,3944728
2021-08-30,3715.000000,3740.350098,3687.600098,3701.300049,3643.982910,2033114
2021-08-31,3709.399902,3804.100098,3703.449951,3786.449951,3727.813965,3207480
2021-09-01,3796.000000,3816.699951,3707.000000,3714.949951,3657.421387,2643336
2021-09-02,3734.000000,3859.149902,3722.000000,3836.750000,3777.335205,3403717
2021-09-03,3825.000000,3856.899902,3804.550049,3842.050049,3782.553223,1746812
2021-09-06,3849.699951,3877.600098,3814.000000,3852.000000,3792.349121,1723693
2021-09-07,3864.000000,3869.949951,3808.250000,3815.899902,3756.808105,1585039
2021-09-08,3810.000000,3815.000000,3756.000000,3774.149902,3715.704590,4147175
2021-09-09,3789.699951,3808.699951,3765.000000,3791.399902,3732.687256,1441148
2021-09-13,3767.000000,3852.399902,3767.000000,3845.350098,3785.801758,1691473
2021-09-14,3849.949951,3896.500000,3825.000000,3885.899902,3825.723877,1991188
2021-09-15,3882.100098,3980.000000,3866.000000,3954.550049,3893.311279,2461369
2021-09-16,3930.000000,3981.750000,3892.100098,3903.300049,3842.854736,2946666
2021-09-17,3920.000000,3945.000000,3805.000000,3827.850098,3768.573242,6477148
2021-09-20,3809.000000,3871.000000,3807.850098,3823.500000,3764.290283,2002008
2021-09-21,3858.000000,3871.550049,3821.649902,3862.949951,3803.129395,1568129
2021-09-22,3862.500000,3896.850098,3852.449951,3862.149902,3802.341553,1744067
2021-09-23,3870.000000,3879.000000,3835.000000,3869.250000,3809.332031,2003869
2021-09-24,3890.000000,3944.399902,3855.000000,3871.300049,3811.350098,2320754
2021-09-27,3900.000000,3904.000000,3802.899902,3836.949951,3777.531982,1673362
2021-09-28,3850.000000,3850.000000,3751.250000,3779.149902,3720.626953,2253075
2021-09-29,3759.800049,3806.000000,3722.149902,3791.899902,3733.179443,2489161
2021-09-30,3805.000000,3805.000000,3750.100098,3775.550049,3717.083008,2252412
2021-10-01,3781.750000,3810.000000,3725.000000,3730.199951,3672.435059,1578374
2021-10-04,3724.800049,3783.649902,3707.449951,3773.300049,3714.867676,1356860
2021-10-05,3754.000000,3840.000000,3741.600098,3833.300049,3773.938721,1877966
2021-10-06,3836.000000,3857.449951,3795.000000,3810.899902,3751.885254,1678154
2021-10-07,3830.000000,3899.000000,3820.050049,3892.899902,3832.615723,1647233
2021-10-08,3925.000000,3989.899902,3900.000000,3935.649902,3874.703613,2934339
2021-10-11,3755.000000,3757.500000,3660.000000,3685.600098,3628.525635,11845402
2021-10-12,3706.000000,3707.000000,3630.600098,3652.850098,3596.282959,5752877
2021-10-13,3650.000000,3675.449951,3645.000000,3655.199951,3598.596680,3545655
2021-10-14,3625.000000,3670.000000,3608.199951,3611.449951,3562.346191,6442299
2021-10-18,3603.449951,3652.699951,3601.449951,3647.149902,3597.560791,3590107
2021-10-19,3669.000000,3690.100098,3625.199951,3634.149902,3584.737549,3135441
2021-10-20,3612.000000,3630.000000,3578.300049,3608.850098,3559.781494,2933693
2021-10-21,3604.100098,3607.449951,3511.250000,3532.500000,3484.469727,4871211
2021-10-22,3560.000000,3561.600098,3485.000000,3498.850098,3451.277100,2691670
2021-10-25,3503.000000,3514.550049,3450.000000,3492.949951,3445.457275,2595594
2021-10-26,3494.500000,3529.000000,3475.000000,3482.600098,3435.248291,3878763
2021-10-27,3483.000000,3511.250000,3483.000000,3489.750000,3442.301025,2510813
2021-10-28,3518.000000,3518.000000,3415.000000,3421.649902,3375.126953,2424942
2021-10-29,3400.050049,3461.000000,3385.949951,3397.750000,3351.552246,3960501
2021-11-01,3437.949951,3487.000000,3412.949951,3476.399902,3429.132324,2020718
2021-11-02,3494.000000,3513.600098,3469.750000,3484.199951,3436.826660,3087414
2021-11-03,3504.199951,3519.899902,3466.050049,3492.250000,3444.766846,1537639
2021-11-04,3512.949951,3513.250000,3505.000000,3508.649902,3460.944092,328991
2021-11-08,3548.000000,3548.000000,3481.199951,3502.750000,3455.124268,2526082
2021-11-09,3508.000000,3535.000000,3496.000000,3505.699951,3458.034180,1782692
2021-11-10,3498.000000,3519.699951,3480.199951,3484.300049,3436.925293,1516489
2021-11-11,3480.000000,3510.050049,3436.000000,3488.199951,3440.771973,1284514
2021-11-12,3506.000000,3534.149902,3485.699951,3526.050049,3478.107666,1747259
2021-11-15,3528.000000,3569.600098,3528.000000,3553.300049,3504.987061,1809157
2021-11-16,3569.000000,3575.550049,3542.000000,3556.399902,3508.044922,2013204
2021-11-17,3550.600098,3562.850098,3506.399902,3521.899902,3474.013672,1632914
2021-11-18,3515.149902,3520.850098,3451.600098,3475.699951,3428.441895,2136598
2021-11-22,3478.399902,3515.949951,3440.300049,3458.399902,3411.377197,3167936
2021-11-23,3445.000000,3480.949951,3407.800049,3464.250000,3417.147705,2153461
2021-11-24,3472.199951,3493.050049,3424.000000,3443.300049,3396.482666,2161746
2021-11-25,3443.899902,3463.000000,3434.050049,3445.899902,3399.046875,1849619
2021-11-26,3425.000000,3490.000000,3411.899902,3446.850098,3399.984131,1941251
2021-11-29,3447.149902,3529.350098,3406.449951,3502.000000,3454.384277,2981745
2021-11-30,3491.000000,3563.750000,3491.000000,3529.149902,3481.165527,5588446
2021-12-01,3535.000000,3590.000000,3535.000000,3577.800049,3529.153809,2102118
2021-12-02,3589.199951,3648.000000,3574.100098,3642.899902,3593.368652,3152938
2021-12-03,3646.449951,3665.949951,3630.850098,3640.449951,3590.951904,2486263
2021-12-06,3640.449951,3658.000000,3522.000000,3536.399902,3488.316650,1849642
2021-12-07,3562.500000,3598.000000,3524.300049,3584.500000,3535.762939,1484458
2021-12-08,3601.000000,3646.449951,3601.000000,3626.899902,3577.586182,1428660
2021-12-09,3610.000000,3634.750000,3566.000000,3601.750000,3552.778076,1567957
2021-12-10,3585.000000,3642.000000,3575.100098,3636.800049,3587.351563,1510718
2021-12-13,3650.000000,3662.000000,3601.699951,3609.649902,3560.570801,1883864
2021-12-14,3605.000000,3635.000000,3576.699951,3623.800049,3574.528564,1747007
2021-12-15,3620.000000,3623.000000,3558.149902,3570.350098,3521.805176,1603233
2021-12-16,3582.000000,3608.449951,3570.000000,3581.600098,3532.902100,2072320
2021-12-17,3602.500000,3651.350098,3573.699951,3584.350098,3535.614746,4333992
2021-12-20,3589.000000,3606.000000,3510.149902,3556.899902,3508.537598,2312310
2021-12-21,3582.649902,3641.199951,3566.399902,3608.300049,3559.239014,2340989
2021-12-22,3624.000000,3636.800049,3606.250000,3630.750000,3581.383789,1224328
2021-12-23,3648.000000,3670.500000,3630.000000,3662.699951,3612.899170,1792861
2021-12-24,3685.000000,3705.000000,3644.800049,3670.899902,3620.987793,2209923
2021-12-27,3671.000000,3700.000000,3653.100098,3696.100098,3645.845215,1534135
2021-12-28,3710.000000,3725.000000,3693.850098,3706.550049,3656.153564,1456218
2021-12-29,3692.250000,3719.949951,3685.000000,3694.699951,3644.464111,1456923
2021-12-30,3681.350098,3740.000000,3680.000000,3733.750000,3682.983154,1966475
2021-12-31,3742.800049,3760.000000,3731.300049,3738.350098,3687.521240,1207141
2022-01-03,3750.000000,3830.000000,3745.000000,3817.750000,3765.841064,2346158
2022-01-04,3831.100098,3889.149902,3811.699951,3884.750000,3831.930420,2488606
2022-01-05,3865.000000,3870.000000,3812.399902,3860.949951,3808.453857,1733031
2022-01-06,3812.000000,3835.000000,3772.000000,3807.449951,3755.681396,1810293
2022-01-07,3820.000000,3864.899902,3796.399902,3853.500000,3801.105225,2460591
2022-01-10,3978.000000,3978.000000,3861.000000,3879.850098,3827.096924,3937092
2022-01-11,3856.000000,3925.000000,3856.000000,3915.899902,3862.656494,1906106
2022-01-12,3925.000000,3929.000000,3836.550049,3859.899902,3807.417969,3203744
2022-01-13,3918.000000,3923.000000,3857.000000,3897.899902,3844.901367,6684507
2022-01-14,3877.850098,3977.000000,3860.050049,3968.149902,3914.196289,3348123
2022-01-17,3992.699951,4043.000000,3962.300049,4019.149902,3964.502930,3442604
2022-01-18,4033.949951,4041.699951,3980.000000,3990.600098,3936.341309,2389041
2022-01-19,4012.000000,4012.000000,3910.500000,3914.649902,3868.209229,3102539
2022-01-20,3910.000000,3920.000000,3811.000000,3826.550049,3781.154297,6176776
2022-01-21,3807.000000,3851.550049,3771.100098,3833.500000,3788.021973,3112358
2022-01-24,3840.000000,3849.649902,3740.100098,3771.350098,3726.609375,3258414
2022-01-25,3769.500000,3809.399902,3722.199951,3769.899902,3725.176025,3330501
2022-01-27,3731.000000,3733.399902,3625.100098,3649.250000,3605.957764,5718297
2022-01-28,3646.000000,3729.800049,3646.000000,3690.050049,3646.273682,3143862
2022-01-31,3749.000000,3758.000000,3721.399902,3736.250000,3691.925293,2739393
2022-02-01,3770.000000,3808.000000,3736.399902,3800.649902,3755.561523,2105169
2022-02-02,3827.899902,3864.000000,3800.649902,3856.199951,3810.452393,1984212
2022-02-03,3851.000000,3882.500000,3816.050049,3824.600098,3779.227539,1960538
2022-02-04,3815.300049,3824.699951,3769.000000,3814.899902,3769.642334,2307366
2022-02-07,3791.000000,3831.800049,3756.149902,3779.000000,3734.168213,1919149
2022-02-08,3791.550049,3799.699951,3721.000000,3743.449951,3699.040039,2946443
2022-02-09,3750.000000,3777.949951,3746.100098,3760.550049,3715.937256,1638721
2022-02-10,3789.800049,3789.800049,3758.000000,3770.350098,3725.621094,2112459
2022-02-11,3752.500000,3752.500000,3690.000000,3694.949951,3651.115479,3851488
2022-02-14,3724.000000,3793.250000,3710.000000,3733.750000,3689.455078,5951745
2022-02-15,3786.000000,3835.000000,3748.000000,3817.800049,3772.508057,3931683
2022-02-16,3844.000000,3854.100098,3806.000000,3813.100098,3767.863770,3256906
2022-02-17,3825.000000,3835.000000,3779.000000,3784.199951,3739.306396,3134372
2022-02-18,3769.000000,3815.949951,3757.600098,3793.899902,3748.891357,3688883
2022-02-21,3810.000000,3827.800049,3705.550049,3719.399902,3675.275391,7465922
2022-02-22,3650.000000,3667.899902,3570.000000,3586.399902,3543.853027,5408531
2022-02-23,3611.000000,3622.899902,3555.649902,3563.800049,3521.521484,2426203
2022-02-24,3474.000000,3483.850098,3391.100098,3401.649902,3361.294678,5039136
2022-02-25,3468.000000,3530.000000,3462.000000,3520.750000,3478.981934,2549723
2022-02-28,3490.000000,3563.750000,3455.899902,3554.199951,3512.034912,3288942
2022-03-02,3552.500000,3571.949951,3506.000000,3546.149902,3504.080566,2761341
2022-03-03,3562.850098,3578.600098,3530.100098,3544.399902,3502.351318,1928039
2022-03-04,3501.500000,3561.199951,3487.050049,3524.350098,3482.539307,2370257
